Change component parameters: Designator = "F1"; Footprint = "1812"; UniqueID = "\VRUAJDLC"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "SSM3K329RLFCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=Q2(SOT23-3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "TO, Flat Index; 3 In-Line, Axial Leads; Body Dia. 4.6mm; Lead Dia. 0.5 mm (max)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "E3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "1995/1996"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "SSM3K329RLFCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=Q3(SOT23-3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "TO, Flat Index; 3 In-Line, Axial Leads; Body Dia. 4.6mm; Lead Dia. 0.5 mm (max)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "E3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "1995/1996"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "DMP3099L-7DICT-ND"; VariantName = "[No Variations]"
Added Component: Designator=Q4(SOT23-3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "TO, Flat Index; 3 In-Line, Axial Leads; Body Dia. 4.6mm; Lead Dia. 0.5 mm (max)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "E3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "1995/1996"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "DMP3099L-7DICT-ND"; VariantName = "[No Variations]"
Added Component: Designator=Q5(SOT23-3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "TO, Flat Index; 3 In-Line, Axial Leads; Body Dia. 4.6mm; Lead Dia. 0.5 mm (max)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "E3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "1995/1996"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "SSM3K329RLFCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=Q6(SOT23-3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "TO, Flat Index; 3 In-Line, Axial Leads; Body Dia. 4.6mm; Lead Dia. 0.5 mm (max)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "E3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "1995/1996"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "SSM3K329RLFCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=Q7(SOT23-3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "TO, Flat Index; 3 In-Line, Axial Leads; Body Dia. 4.6mm; Lead Dia. 0.5 mm (max)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "E3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "1995/1996"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "SSM3K329RLFCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=Q8(SOT23-3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "TO, Flat Index; 3 In-Line, Axial Leads; Body Dia. 4.6mm; Lead Dia. 0.5 mm (max)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "E3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "1995/1996"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "DMP3099L-7DICT-ND"; VariantName = "[No Variations]"
Added Component: Designator=Q9(SOT23-3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "TO, Flat Index; 3 In-Line, Axial Leads; Body Dia. 4.6mm; Lead Dia. 0.5 mm (max)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "E3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "1995/1996"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "DMP3099L-7DICT-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "DMP3099L-7DICT-ND"; VariantName = "[No Variations]"
Added Component: Designator=Q10(SOT23-3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "TO, Flat Index; 3 In-Line, Axial Leads; Body Dia. 4.6mm; Lead Dia. 0.5 mm (max)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "E3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "1995/1996"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "DMP3099L-7DICT-ND"; VariantName = "[No Variations]"
Added Component: Designator=Q11(SOT23-3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "TO, Flat Index; 3 In-Line, Axial Leads; Body Dia. 4.6mm; Lead Dia. 0.5 mm (max)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "E3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "1995/1996"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "SSM3K329RLFCT-ND"; VariantName = "[No Variations]"
Added Component: Designator=Q12(SOT23-3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "TO, Flat Index; 3 In-Line, Axial Leads; Body Dia. 4.6mm; Lead Dia. 0.5 mm (max)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "E3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "1995/1996"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number"; Value = "SSM3K329RLFCT-ND"; VariantName = "[No Variations]"
Added Pin To Net: NetName=NetD10_2 Pin=Q1-1
Added Pin To Net: NetName=NetD10_2 Pin=Q1-1
Added Pin To Net: NetName=PD4 Pin=Q1-2
Added Pin To Net: NetName=GND Pin=Q1-3
Added Pin To Net: NetName=PD3 Pin=Q2-1
Added Pin To Net: NetName=PD3 Pin=Q2-1
Added Pin To Net: NetName=GND Pin=Q2-2
Added Pin To Net: NetName=NetD11_2 Pin=Q2-3
Added Pin To Net: NetName=NetD10_2 Pin=Q3-1
Added Pin To Net: NetName=NetD10_2 Pin=Q3-1
Added Pin To Net: NetName=NetQ3_3 Pin=Q3-2
Added Pin To Net: NetName=NetC11_1 Pin=Q3-3
Added Pin To Net: NetName=NetD11_2 Pin=Q4-1
Added Pin To Net: NetName=NetD11_2 Pin=Q4-1
Added Pin To Net: NetName=NetQ3_3 Pin=Q4-2
Added Pin To Net: NetName=NetC12_1 Pin=Q4-3
Added Pin To Net: NetName=PD10 Pin=Q5-1
Added Pin To Net: NetName=PD10 Pin=Q5-1
Added Pin To Net: NetName=GND Pin=Q5-2
Added Pin To Net: NetName=NetD15_2 Pin=Q5-3
Added Pin To Net: NetName=PD8 Pin=Q6-1
Added Pin To Net: NetName=PD8 Pin=Q6-1
Added Pin To Net: NetName=GND Pin=Q6-2
Added Pin To Net: NetName=NetD16_2 Pin=Q6-3
Added Pin To Net: NetName=PD7 Pin=Q7-1
Added Pin To Net: NetName=PD7 Pin=Q7-1
Added Pin To Net: NetName=GND Pin=Q7-2
Added Pin To Net: NetName=NetD17_2 Pin=Q7-3
Added Pin To Net: NetName=NetD15_2 Pin=Q8-1
Added Pin To Net: NetName=NetD15_2 Pin=Q8-1
Added Pin To Net: NetName=Net12VSpr1_1 Pin=Q8-2
Added Pin To Net: NetName=NetC14_1 Pin=Q8-3
Added Pin To Net: NetName=NetD16_2 Pin=Q9-1
Added Pin To Net: NetName=NetD16_2 Pin=Q9-1
Added Pin To Net: NetName=NetQ9_3 Pin=Q9-2
Added Pin To Net: NetName=NetD13_2 Pin=Q9-3
Added Pin To Net: NetName=NetD17_2 Pin=Q10-1
Added Pin To Net: NetName=NetD17_2 Pin=Q10-1
Added Pin To Net: NetName=NetBRKLTVIN_1 Pin=Q10-2
Added Pin To Net: NetName=NetD14_2 Pin=Q10-3
Added Pin To Net: NetName=PD5 Pin=Q11-1
Added Pin To Net: NetName=PD5 Pin=Q11-1
Added Pin To Net: NetName=GND Pin=Q11-2
Added Pin To Net: NetName=NetD20_1 Pin=Q11-3
Added Pin To Net: NetName=PD6 Pin=Q12-1
Added Pin To Net: NetName=PD6 Pin=Q12-1
Added Pin To Net: NetName=GND Pin=Q12-2
Added Pin To Net: NetName=NetD23_2 Pin=Q12-3
Added Member To Class: ClassName=ResetCircuit Member=Component P5 4Pin Molex
Added Member To Class: ClassName=LowCurrentSwitches Member=Component Q1 MOSFET-N
Added Member To Class: ClassName=LowCurrentSwitches Member=Component Q2 MOSFET-N
Added Member To Class: ClassName=LowCurrentSwitches Member=Component Q3 MOSFET-P
Added Member To Class: ClassName=LowCurrentSwitches Member=Component Q4 MOSFET-P
Added Member To Class: ClassName=LowCurrentSwitches Member=Component Q5 MOSFET-N
Added Member To Class: ClassName=LowCurrentSwitches Member=Component Q6 MOSFET-N
Added Member To Class: ClassName=LowCurrentSwitches Member=Component Q7 MOSFET-N
Added Member To Class: ClassName=LowCurrentSwitches Member=Component Q8 MOSFET-P
Added Member To Class: ClassName=LowCurrentSwitches Member=Component Q9 MOSFET-P
Added Member To Class: ClassName=LowCurrentSwitches Member=Component Q10 MOSFET-P
Added Member To Class: ClassName=HighCurrentSwitches Member=Component Q11 MOSFET-N
Added Member To Class: ClassName=HighCurrentSwitches Member=Component Q12 MOSFET-N
Added Member To Class: ClassName=Fusing Member=Component WSPD 500mA
